# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../../00_genome/genomic.gff" "-o" "../../HVO_counts/2019_counts2.txt" "dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam" "dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam" "HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam	dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam	HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam
HVO_RS18795	NC_013967.1	2750566	2750988	-	423	543	685	763	996	1	38	800	484	175	65
HVO_RS18800	NC_013967.1	2751153	2751443	+	291	400	699	688	787	1	37	536	299	81	94
HVO_RS18805	NC_013967.1	2751545	2752303	+	759	2654	3034	2944	5461	2	113	2510	5696	2216	253
HVO_RS18810	NC_013967.1	2752331	2752909	-	579	1090	1382	1476	2388	0	62	1191	2129	1145	139
HVO_RS18815	NC_013967.1	2753026	2754024	+	999	1473	1301	1429	1717	2	88	1900	937	240	211
HVO_RS18820	NC_013967.1	2754021	2754605	+	585	699	631	722	767	0	48	1029	453	172	87
HVO_RS18825	NC_013967.1	2754598	2754801	+	204	240	317	350	374	1	26	513	152	44	41
HVO_RS18830	NC_013967.1	2754918	2755838	+	921	1422	1577	1700	1804	0	73	1177	783	313	156
HVO_RS18835	NC_013967.1	2755914	2756096	+	183	947	1025	1076	1754	1	37	1184	2727	335	98
HVO_RS18840	NC_013967.1	2756256	2757005	+	750	2062	2126	2127	2731	1	104	1914	1807	466	303
HVO_RS18845	NC_013967.1	2757006	2757896	+	891	2448	2075	2224	2587	6	156	2287	1810	683	266
HVO_RS18860	NC_013967.1	2759237	2759311	+	75	144	149	205	568	0	10	290	744	27	22
HVO_RS18865	NC_013967.1	2759382	2760101	-	720	976	897	854	896	0	151	1050	901	103	96
HVO_RS18870	NC_013967.1	2760473	2761786	+	1314	2117	4167	4438	4259	3	194	3090	3508	431	440
HVO_RS18875	NC_013967.1	2761895	2762494	+	600	444	693	715	733	0	36	785	626	135	95
HVO_RS18880	NC_013967.1	2762543	2762935	-	393	1049	1813	1750	2192	1	66	2443	568	226	211
HVO_RS18885	NC_013967.1	2762990	2764180	-	1191	963	2940	3074	3292	2	157	3446	420	272	563
HVO_RS18890	NC_013967.1	2764451	2764828	+	378	171	160	180	193	0	13	189	234	40	17
HVO_RS18895	NC_013967.1	2764847	2765257	+	411	434	510	595	522	1	39	639	738	112	41
HVO_RS18900	NC_013967.1	2765393	2766283	-	891	1227	2614	2790	2224	1	161	1610	2050	338	229
HVO_RS18905	NC_013967.1	2766630	2766751	-	122	19	9	10	46	0	8	24	72	33	53
HVO_RS18910	NC_013967.1	2766863	2769777	-	2915	2102153	1229503	1329097	813963	1394	109765	503421	980503	630558	1501626
HVO_RS18915	NC_013967.1	2769994	2770065	-	72	99	139	154	456	0	15	524	402	28	59
HVO_RS18920	NC_013967.1	2770163	2771635	-	1473	893949	545019	582539	423627	748	79690	499201	595313	446831	667135
HVO_RS18925	NC_013967.1	2772381	2772695	-	315	3287	2164	2346	2661	2	29	1759	1451	396	196
HVO_RS18930	NC_013967.1	2772933	2773130	+	198	496	516	512	645	0	15	867	908	177	72
HVO_RS18935	NC_013967.1	2773191	2774246	+	1056	2328	2105	2202	1965	1	80	2876	3638	442	396
HVO_RS18940	NC_013967.1	2774341	2775699	+	1359	833	736	840	882	0	47	969	683	174	88
HVO_RS18945	NC_013967.1	2775763	2778375	-	2613	14651	19320	20027	24611	7	734	17478	4865	3293	2014
HVO_RS18950	NC_013967.1	2778467	2779672	-	1206	36174	9680	10064	22697	6	115	3233	3658	6007	423
HVO_RS18955	NC_013967.1	2779920	2781632	-	1713	4470	9493	9907	11051	2	365	10822	4575	1260	1048
HVO_RS18960	NC_013967.1	2781632	2783131	-	1500	4003	7512	7724	8664	2	275	8320	3445	965	956
HVO_RS18965	NC_013967.1	2783411	2784409	-	999	508	513	543	789	0	22	197	793	212	29
HVO_RS18970	NC_013967.1	2784501	2785550	+	1050	336	567	618	664	1	34	580	350	83	65
HVO_RS18975	NC_013967.1	2785575	2787164	-	1590	2777	5773	6076	6212	3	243	6222	2941	636	712
HVO_RS18980	NC_013967.1	2787161	2788180	-	1020	471	632	724	832	0	38	810	510	135	94
HVO_RS18985	NC_013967.1	2788366	2789097	-	732	79	36	44	33	0	4	64	77	13	5
HVO_RS18990	NC_013967.1	2789200	2789850	+	651	488	507	470	528	0	31	618	857	134	71
HVO_RS18995	NC_013967.1	2789920	2792259	-	2340	4778	2818	3103	3154	3	662	6029	3475	601	906
HVO_RS19000	NC_013967.1	2792868	2793803	+	936	5403	3994	4108	4977	1	198	3464	4939	866	481
HVO_RS19005	NC_013967.1	2794100	2795206	+	1107	26958	12584	13627	23203	2	192	4474	5131	3320	756
HVO_RS19010	NC_013967.1	2795203	2796186	+	984	22583	11061	11771	18883	8	166	4022	3989	2347	647
HVO_RS19015	NC_013967.1	2796190	2797755	+	1566	32623	20898	22599	40318	9	408	11462	10365	7172	1507
HVO_RS19020	NC_013967.1	2797755	2799182	+	1428	45444	28755	30200	46716	9	453	13571	12260	5820	1800
HVO_RS19025	NC_013967.1	2799214	2799426	-	213	359	461	477	761	0	22	314	157	64	23
HVO_RS19030	NC_013967.1	2799423	2799839	-	417	270	384	413	619	0	39	383	226	70	33
HVO_RS19035	NC_013967.1	2800044	2800235	-	192	35	61	62	83	0	11	96	61	7	13
HVO_RS19040	NC_013967.1	2800287	2800934	-	648	623	581	514	557	0	50	1246	796	135	90
HVO_RS19045	NC_013967.1	2801078	2801515	+	438	636	730	787	736	0	26	910	1143	194	93
HVO_RS19050	NC_013967.1	2801546	2802211	-	666	2568	2319	2371	2544	2	116	2933	4207	682	288
HVO_RS19055	NC_013967.1	2802350	2803927	+	1578	6975	6535	6887	7514	4	499	7573	18155	1238	776
HVO_RS19060	NC_013967.1	2803964	2804548	-	585	569	1297	1338	1295	2	44	853	1227	276	110
HVO_RS19065	NC_013967.1	2804694	2805953	-	1260	1832	3098	3241	3265	5	231	4326	1805	400	396
HVO_RS19070	NC_013967.1	2806048	2806419	-	372	1353	1519	1581	1916	0	110	1513	2000	297	178
HVO_RS19075	NC_013967.1	2806502	2806738	-	237	988	1005	980	1039	1	72	1184	1001	214	184
HVO_RS19080	NC_013967.1	2806835	2807527	-	693	5939	3610	3560	3656	4	163	4744	5292	1095	706
HVO_RS19085	NC_013967.1	2807600	2807809	-	210	286	168	194	447	0	0	83	79	150	9
HVO_RS19090	NC_013967.1	2807898	2808278	+	381	342	312	381	564	0	4	346	291	97	42
HVO_RS19095	NC_013967.1	2808275	2808928	+	654	883	1022	1036	1507	0	19	676	612	288	78
HVO_RS19100	NC_013967.1	2808963	2810786	-	1824	7110	4222	4483	8925	2	33	1032	2682	1445	141
HVO_RS19105	NC_013967.1	2810921	2811886	-	966	1050	1367	1550	1586	0	18	572	510	129	99
HVO_RS19110	NC_013967.1	2811888	2812184	-	297	184	280	322	438	0	9	160	175	33	27
HVO_RS19115	NC_013967.1	2812286	2813611	+	1326	1284	825	800	1033	0	24	472	683	208	64
HVO_RS19120	NC_013967.1	2813608	2813841	+	234	248	149	151	188	0	2	93	127	43	2
HVO_RS19125	NC_013967.1	2813950	2814630	+	681	2071	3762	4000	3025	2	258	6718	895	349	872
HVO_RS19130	NC_013967.1	2814791	2814994	+	204	930	1803	1791	1754	0	108	3210	957	308	249
HVO_RS19135	NC_013967.1	2815279	2815911	-	633	1936	1494	1682	1912	9	96	1203	1982	417	110
HVO_RS19140	NC_013967.1	2816245	2816748	-	504	920	1101	1151	1397	1	34	823	1172	289	106
HVO_RS19145	NC_013967.1	2816899	2817594	+	696	1976	3033	3132	3299	1	96	3120	3251	1015	289
HVO_RS19150	NC_013967.1	2817631	2818224	-	594	703	1225	1206	1295	0	65	1289	890	203	138
HVO_RS19155	NC_013967.1	2818545	2818733	+	189	270	468	468	637	1	21	602	365	154	37
HVO_RS19160	NC_013967.1	2818790	2819506	-	717	1184	1151	1294	1296	1	66	1446	1692	400	96
HVO_RS19165	NC_013967.1	2819632	2820996	+	1365	2331	2872	3055	3835	1	239	4001	1870	591	401
HVO_RS19170	NC_013967.1	2821253	2821948	-	696	353	339	360	589	1	30	393	268	39	75
HVO_RS19175	NC_013967.1	2822191	2822442	-	252	404	339	377	402	0	17	371	483	109	25
HVO_RS19180	NC_013967.1	2822533	2822901	-	369	1010	685	743	906	0	47	1027	1158	244	101
HVO_RS19185	NC_013967.1	2822983	2824035	-	1053	918	694	725	762	0	44	964	932	237	87
HVO_RS21355	NC_013967.1	2824060	2824590	-	531	521	532	470	592	0	24	456	418	98	50
HVO_RS21360	NC_013967.1	2824636	2824797	+	162	348	249	276	283	0	13	223	299	71	19
HVO_RS19195	NC_013967.1	2825137	2825526	-	390	29540	42301	44166	55972	26	2812	58047	49085	6025	8377
HVO_RS19200	NC_013967.1	2825667	2826788	-	1122	1633	2556	2625	3185	0	113	1826	1713	462	221
HVO_RS19205	NC_013967.1	2826932	2828227	-	1296	388	518	513	635	1	41	473	1935	110	48
HVO_RS19210	NC_013967.1	2828360	2829607	-	1248	235	538	551	575	0	39	433	1079	65	64
HVO_RS19215	NC_013967.1	2829604	2830923	-	1320	75	165	169	206	0	15	221	1236	31	17
HVO_RS19220	NC_013967.1	2831155	2833254	+	2100	1248	2171	2146	2732	0	96	1918	1912	586	201
HVO_RS19225	NC_013967.1	2833318	2834241	-	924	882	1624	1657	1478	2	73	2035	966	299	158
HVO_RS19230	NC_013967.1	2834238	2835218	-	981	1384	2341	2371	2133	5	151	2847	1568	524	299
HVO_RS19235	NC_013967.1	2835333	2835608	-	276	285	519	554	665	2	34	674	412	174	75
HVO_RS19240	NC_013967.1	2835721	2835948	+	228	69	173	188	325	0	18	525	146	329	21
HVO_RS19245	NC_013967.1	2835972	2837495	-	1524	532	964	1036	1621	4	142	3584	909	1320	188
HVO_RS19250	NC_013967.1	2837628	2839367	+	1740	1052	1285	1432	1278	2	89	1246	573	158	156
HVO_RS19255	NC_013967.1	2839432	2840346	-	915	6453	21067	22021	33735	4	702	16758	14177	1964	2194
HVO_RS19260	NC_013967.1	2840553	2841158	+	606	479	563	561	878	0	31	868	952	210	94
HVO_RS19265	NC_013967.1	2841239	2841628	+	390	1290	1340	1365	1663	0	75	1297	1573	447	136
HVO_RS19270	NC_013967.1	2841653	2844229	-	2577	15932	15594	16307	17950	12	829	11364	20761	4501	1361
HVO_RS19275	NC_013967.1	2844575	2845567	-	993	11327	13208	13834	14512	6	291	17248	9174	4093	1935
HVO_RS19280	NC_013967.1	2845616	2846008	-	393	5923	6271	6729	7504	4	137	7701	4347	1798	1144
HVO_RS19285	NC_013967.1	2846015	2846656	-	642	9530	9953	10390	11910	6	216	13746	7681	2763	2209
HVO_RS19295	NC_013968.1	101	1327	+	1227	579	889	1006	922	2	11	579	781	94	122
HVO_RS21365	NC_013968.1	1621	2058	+	438	115	312	291	457	0	8	275	154	54	58
HVO_RS20335	NC_013968.1	2344	3240	+	897	140	748	840	1617	2	18	241	951	33	74
HVO_RS19305	NC_013968.1	3380	4549	-	1170	387	317	362	465	1	18	413	441	61	66
HVO_RS19310	NC_013968.1	4649	5341	+	693	529	733	747	1121	2	83	428	1661	218	59
HVO_RS19315	NC_013968.1	5497	5742	-	246	350	313	413	481	1	33	362	910	82	35
HVO_RS19320	NC_013968.1	5743	6006	-	264	336	319	335	519	0	25	331	846	112	56
HVO_RS19325	NC_013968.1	6138	6419	-	282	23	90	95	121	0	5	116	32	11	12
HVO_RS19330	NC_013968.1	6521	6970	+	450	85	236	265	364	0	7	331	84	44	37
HVO_RS19335	NC_013968.1	7139	7501	+	363	23	83	93	130	0	5	84	92	29	13
HVO_RS19340	NC_013968.1	7718	9085	+	1368	201	308	357	517	0	9	315	374	80	62
HVO_RS19345	NC_013968.1	9296	9616	+	321	2469	3158	3386	4902	1	150	2750	4931	532	373
HVO_RS19350	NC_013968.1	9798	11096	-	1299	592	743	778	984	0	38	627	982	108	96
HVO_RS20350	NC_013968.1	11678	12244	-	567	316	342	357	693	0	15	175	293	92	46
HVO_RS19360	NC_013968.1	12685	13536	+	852	450	937	913	975	0	28	804	676	176	151
HVO_RS19365	NC_013968.1	13539	13925	+	387	249	484	517	522	0	23	411	281	71	93
HVO_RS19370	NC_013968.1	15191	16360	+	1170	373	300	296	434	1	27	368	458	52	48
HVO_RS19375	NC_013968.1	16507	16875	-	369	117	321	354	541	0	36	440	173	44	69
HVO_RS19380	NC_013968.1	17018	17512	-	495	25	109	126	194	0	2	126	46	16	13
HVO_RS19390	NC_013968.1	17716	17976	-	261	26	206	232	342	0	7	284	40	43	49
HVO_RS20665	NC_013968.1	18073	18426	+	354	87	207	204	336	0	8	170	101	50	31
HVO_RS21375	NC_013968.1	18658	18852	+	195	27	32	30	77	0	2	46	36	9	8
HVO_RS19400	NC_013968.1	18908	19882	+	975	4958	4780	5239	8682	2	209	2774	4221	332	749
HVO_RS20370	NC_013968.1	19887	20411	+	525	453	572	613	982	0	32	365	284	15	107
HVO_RS19405	NC_013968.1	20884	21090	-	207	98	196	208	205	0	7	192	180	9	34
HVO_RS20670	NC_013968.1	21134	21307	-	174	103	125	124	224	0	6	127	127	25	36
HVO_RS19410	NC_013968.1	21542	22072	+	531	128	314	335	419	0	6	248	261	50	42
HVO_RS21120	NC_013968.1	22260	23411	+	1152	279	132	127	217	1	8	275	76	78	44
HVO_RS19420	NC_013968.1	23448	26402	+	2955	307	684	764	1028	1	28	753	601	123	91
HVO_RS19425	NC_013968.1	26402	30316	+	3915	779	1439	1502	1949	1	73	1228	897	285	169
HVO_RS19430	NC_013968.1	30761	31930	+	1170	229	252	288	328	1	15	303	268	34	47
HVO_RS20380	NC_013968.1	32328	32678	-	351	495	1548	1476	1874	1	29	392	922	162	208
HVO_RS19435	NC_013968.1	32946	34112	+	1167	597	693	715	993	4	39	821	980	90	115
HVO_RS20385	NC_013968.1	34493	35713	+	1221	588	2890	3000	4533	1	88	2253	438	176	491
HVO_RS20390	NC_013968.1	36244	38424	+	2181	677	2056	2176	3366	1	76	1424	980	184	291
HVO_RS19450	NC_013968.1	38529	42353	+	3825	4979	9520	10330	17005	6	128	3410	6228	1357	776
HVO_RS19455	NC_013968.1	42448	44433	+	1986	2192	2732	2852	5686	1	46	1124	897	535	298
HVO_RS19460	NC_013968.1	44460	45461	+	1002	485	800	917	1492	0	16	341	263	100	93
HVO_RS19465	NC_013968.1	45606	46760	+	1155	190	875	989	1360	1	31	466	343	35	91
HVO_RS19470	NC_013968.1	47163	47717	-	555	60	177	205	182	1	6	171	65	30	42
HVO_RS21125	NC_013968.1	48570	48743	+	174	2	8	9	21	0	2	3	4	2	0
HVO_RS19475	NC_013968.1	49346	50146	-	801	571	625	635	830	0	37	956	233	61	136
HVO_RS19480	NC_013968.1	50262	50750	+	489	984	923	947	1140	0	44	901	1179	189	155
HVO_RS19490	NC_013968.1	51699	53051	-	1353	196	239	243	373	0	12	224	155	36	49
HVO_RS20405	NC_013968.1	53301	54335	-	1035	2361	8794	9520	17508	5	223	5719	2060	581	1888
HVO_RS20685	NC_013968.1	54774	55124	-	351	60	182	248	397	0	1	64	78	1	31
HVO_RS20690	NC_013968.1	55340	55735	-	396	42	100	113	203	0	4	101	59	17	17
HVO_RS20410	NC_013968.1	55899	56111	-	213	33	24	18	75	0	0	36	41	9	8
HVO_RS19510	NC_013968.1	56369	57616	+	1248	580	881	852	1097	1	35	885	840	111	124
HVO_RS19520	NC_013968.1	60310	60609	+	300	659	354	387	533	0	10	517	807	142	95
HVO_RS19525	NC_013968.1	60648	60872	+	225	557	332	377	403	0	12	383	539	85	81
HVO_RS19530	NC_013968.1	61032	61364	-	333	12	5	18	32	0	1	9	20	1	1
HVO_RS19535	NC_013968.1	61727	62611	+	885	80	83	64	275	0	6	119	701	10	5
HVO_RS19545	NC_013968.1	63753	64931	-	1179	432	378	396	473	4	63	139	7541	145	61
HVO_RS19550	NC_013968.1	65353	66177	+	825	17	16	24	37	0	8	18	159	7	4
HVO_RS19555	NC_013968.1	66399	67373	-	975	1008	1206	1300	2197	1	55	831	3341	231	152
HVO_RS19560	NC_013968.1	67448	68746	-	1299	68	54	55	66	0	4	36	96	8	8
HVO_RS19565	NC_013968.1	69009	70175	-	1167	370	298	338	387	0	15	405	470	67	54
HVO_RS19570	NC_013968.1	70334	71227	-	894	247	127	127	274	1	8	29	443	47	19
HVO_RS19575	NC_013968.1	71227	72192	-	966	214	140	146	386	1	7	35	659	45	10
HVO_RS19580	NC_013968.1	72312	74384	+	2073	4473	2264	2303	3686	5	139	1179	16521	822	308
HVO_RS19585	NC_013968.1	74734	76350	-	1617	1410	905	995	1981	1	24	283	3048	317	85
HVO_RS19590	NC_013968.1	76797	77576	-	780	185	230	257	285	0	7	73	664	27	21
HVO_RS19595	NC_013968.1	77782	78945	+	1164	830	657	700	986	1	26	333	4099	153	73
HVO_RS19605	NC_013968.1	79789	80892	-	1104	215	137	145	195	0	2	93	393	17	23
HVO_RS19610	NC_013968.1	81271	81825	-	555	31	66	65	61	0	1	82	34	11	18
HVO_RS21380	NC_013968.1	82305	82625	+	321	6	8	9	3	0	0	2	0	0	0
HVO_RS19615	NC_013968.1	83320	83664	-	345	101	280	222	245	0	6	329	330	122	41
HVO_RS19620	NC_013968.1	83661	83855	-	195	29	83	79	83	0	4	115	102	59	17
HVO_RS19625	NC_013968.1	83852	84292	-	441	92	291	327	299	0	5	466	332	121	57
HVO_RS20735	NC_013965.1	347	490	+	144	0	0	0	0	0	0	0	0	0	0
HVO_RS01850	NC_013965.1	702	3347	+	2646	0	0	0	0	0	0	0	0	0	0
HVO_RS01855	NC_013965.1	4457	4684	-	228	0	0	0	0	0	0	0	0	0	0
HVO_RS01860	NC_013965.1	4859	5476	+	618	0	0	0	0	0	0	0	0	0	1
HVO_RS01865	NC_013965.1	5469	5891	+	423	0	0	0	0	0	0	0	0	0	0
HVO_RS01845	NC_013965.1	6038	6643	-	606	0	0	0	0	0	0	0	0	0	0
HVO_RS00005	NC_013964.1	201	1433	+	1233	1627	1360	1363	1429	0	70	1358	690	108	184
HVO_RS00010	NC_013964.1	1555	2712	+	1158	414	418	367	388	1	11	474	615	95	60
HVO_RS00015	NC_013964.1	2760	3179	-	420	50	84	92	116	0	3	170	85	23	13
HVO_RS00020	NC_013964.1	3414	4661	-	1248	128	296	306	266	1	10	324	168	52	39
HVO_RS00025	NC_013964.1	5024	6265	+	1242	80	135	134	202	0	8	181	224	50	17
HVO_RS00030	NC_013964.1	6420	7298	-	879	129	182	200	231	0	9	238	262	74	19
HVO_RS00035	NC_013964.1	7541	8191	+	651	3755	2404	2634	2909	2	91	4062	2740	794	422
HVO_RS00040	NC_013964.1	8220	8594	-	375	182	195	247	258	2	5	493	243	109	17
HVO_RS00045	NC_013964.1	8587	9729	-	1143	330	615	619	673	0	51	1030	624	111	93
HVO_RS00050	NC_013964.1	9927	11069	+	1143	396	555	561	522	0	12	829	671	99	100
HVO_RS00055	NC_013964.1	11360	13114	+	1755	199	250	264	340	0	7	280	197	42	38
HVO_RS20710	NC_013964.1	13151	13309	+	159	9	14	13	23	0	0	12	10	2	1
HVO_RS00060	NC_013964.1	13523	16036	+	2514	377	294	258	302	1	29	277	379	90	45
HVO_RS00065	NC_013964.1	16218	16595	-	378	2286	2352	2484	2974	2	102	2414	2447	524	279
HVO_RS00070	NC_013964.1	16592	16822	-	231	754	401	453	798	0	38	703	1653	199	99
HVO_RS00075	NC_013964.1	16978	17400	-	423	417	680	774	647	0	41	1226	541	137	107
HVO_RS00080	NC_013964.1	17397	18260	-	864	668	1046	1110	1077	1	35	1772	982	218	193
HVO_RS00085	NC_013964.1	18522	19892	+	1371	359	187	199	263	1	5	130	169	115	14
HVO_RS00090	NC_013964.1	20051	20704	+	654	501	1212	1258	1225	0	40	1540	712	136	176
HVO_RS00095	NC_013964.1	20888	22756	+	1869	801	541	653	763	2	21	691	760	224	94
HVO_RS00100	NC_013964.1	22808	23803	+	996	219	151	139	178	0	2	176	137	24	16
HVO_RS00105	NC_013964.1	23800	24720	+	921	168	102	103	143	0	0	123	109	58	18
HVO_RS00110	NC_013964.1	24717	26834	+	2118	558	307	300	378	0	6	343	311	103	47
HVO_RS00115	NC_013964.1	27220	28260	-	1041	230	172	182	238	2	10	118	1231	49	16
HVO_RS00120	NC_013964.1	28359	29132	+	774	697	374	346	431	1	18	341	4057	129	40
HVO_RS00125	NC_013964.1	29918	30787	+	870	242	44	40	51	0	4	20	2296	49	11
HVO_RS00130	NC_013964.1	30784	31956	+	1173	366	30	39	45	0	5	29	1980	44	5
HVO_RS00135	NC_013964.1	32017	32994	+	978	863	521	497	514	1	26	667	2224	149	58
HVO_RS00140	NC_013964.1	33019	33894	-	876	393	102	123	126	0	6	93	2131	50	12
HVO_RS00145	NC_013964.1	34036	34797	-	762	601	183	172	239	0	5	165	2388	91	19
HVO_RS00150	NC_013964.1	34897	35661	+	765	152	61	59	91	1	4	40	835	16	10
HVO_RS00155	NC_013964.1	35981	37297	+	1317	611	48	44	124	0	0	7	137	25	3
HVO_RS00160	NC_013964.1	37352	38305	+	954	65	10	0	10	0	1	0	73	1	2
HVO_RS00165	NC_013964.1	38308	39237	+	930	31	3	2	4	0	0	2	53	0	0
HVO_RS00170	NC_013964.1	39241	40392	+	1152	48	3	5	4	0	0	1	98	3	1
HVO_RS00175	NC_013964.1	40395	41546	+	1152	80	9	10	10	0	5	4	338	5	0
HVO_RS00180	NC_013964.1	41808	43046	-	1239	1280	157	165	142	3	54	353	6922	415	113
HVO_RS00185	NC_013964.1	43203	44651	+	1449	742	88	108	155	5	65	111	10660	92	39
HVO_RS00190	NC_013964.1	44953	45708	-	756	2353	1232	1300	1884	0	6	173	560	333	60
HVO_RS00195	NC_013964.1	46367	48205	-	1839	1145	3090	3377	899	3	348	262	767	98	189
HVO_RS00200	NC_013964.1	48214	49587	-	1374	953	2516	2613	721	1	243	191	598	100	153
HVO_RS00205	NC_013964.1	49584	50225	-	642	446	1024	1147	306	1	116	104	381	37	53
HVO_RS00210	NC_013964.1	50222	52003	-	1782	1195	3184	3327	819	1	313	319	904	109	179
HVO_RS00215	NC_013964.1	52000	53565	-	1566	1442	3144	3267	859	4	368	314	1042	173	178
HVO_RS00220	NC_013964.1	53562	54941	-	1380	1215	2920	3117	898	3	304	328	1020	105	164
HVO_RS00225	NC_013964.1	55399	56601	-	1203	3229	16100	16542	11793	6	1224	5874	866	606	1128
HVO_RS00230	NC_013964.1	56690	57502	-	813	3504	5483	5616	7790	1	127	4678	1241	2101	600
HVO_RS00235	NC_013964.1	57495	58175	-	681	3100	4718	4935	6940	4	115	3776	1151	1509	540
HVO_RS00240	NC_013964.1	58168	62022	-	3855	19881	30020	31492	43195	6	570	20912	7494	9549	3534
HVO_RS00245	NC_013964.1	62067	64187	+	2121	13182	22134	22613	31454	6	780	17058	12319	7634	1987
HVO_RS00250	NC_013964.1	64223	65461	-	1239	9147	16197	16779	22879	6	337	9465	5164	5379	1348
HVO_RS00255	NC_013964.1	65466	65849	-	384	2864	5106	5433	7127	0	99	3232	1495	1344	684
HVO_RS00260	NC_013964.1	65852	67072	-	1221	8101	14785	15692	20699	1	262	8596	4552	4556	1372
HVO_RS00265	NC_013964.1	67069	67746	-	678	4249	8147	8587	11605	1	141	5017	2903	3015	590
HVO_RS00270	NC_013964.1	67743	67997	-	255	1824	3407	3687	4687	1	53	2011	1352	1100	318
HVO_RS00275	NC_013964.1	67999	69033	-	1035	10863	19661	20629	25295	4	360	11607	7511	4706	2212
HVO_RS00280	NC_013964.1	69037	69921	-	885	9249	17053	17637	21241	2	342	10305	8698	4854	1690
HVO_RS00285	NC_013964.1	69918	70898	-	981	12338	22888	23708	26925	9	486	14687	12839	5963	2268
HVO_RS00290	NC_013964.1	70891	71730	-	840	8112	15513	15961	19384	7	317	10340	10080	3847	1492
HVO_RS00295	NC_013964.1	71727	72434	-	708	7996	14303	14778	17157	3	340	10807	12327	4096	1316
HVO_RS00300	NC_013964.1	72431	72985	-	555	5919	10124	10839	13195	5	255	9051	10065	3374	945
HVO_RS00305	NC_013964.1	73155	73340	+	186	1746	2218	2377	4659	2	84	3925	1927	502	354
HVO_RS00310	NC_013964.1	73343	74179	+	837	14121	26301	27200	37815	10	906	25276	16348	6901	2219
HVO_RS00315	NC_013964.1	74179	74520	+	342	5974	12597	12585	19608	5	424	11525	8343	3734	946
HVO_RS00320	NC_013964.1	74645	75139	+	495	1432	4101	4280	5851	0	144	4160	2239	365	575
HVO_RS00325	NC_013964.1	75207	76619	-	1413	322	727	683	1018	1	44	803	708	147	97
HVO_RS00330	NC_013964.1	76896	78275	-	1380	92	177	154	182	0	6	167	152	51	13
HVO_RS00335	NC_013964.1	78534	79844	+	1311	435	549	474	449	1	29	1043	629	106	99
HVO_RS00340	NC_013964.1	80012	81061	-	1050	817	1065	1092	1191	3	64	1317	1271	355	138
HVO_RS00345	NC_013964.1	81215	81886	-	672	1390	1393	1410	1794	4	56	1212	1821	418	157
HVO_RS00350	NC_013964.1	81961	82491	-	531	1348	945	992	1410	3	31	910	1302	224	120
HVO_RS00355	NC_013964.1	82704	83819	-	1116	3939	2169	2308	4533	2	78	1078	1798	1512	149
HVO_RS00360	NC_013964.1	83816	84904	-	1089	4651	2517	2632	5236	1	78	961	1975	1412	185
HVO_RS00365	NC_013964.1	84904	86448	-	1545	7936	4058	4328	8566	3	96	1558	3301	1929	292
HVO_RS00370	NC_013964.1	86441	87532	-	1092	5886	3440	3453	6962	3	67	1128	2520	1519	249
HVO_RS00375	NC_013964.1	87529	88599	-	1071	6113	3713	3771	7948	3	51	1042	2977	1589	245
HVO_RS00380	NC_013964.1	88592	89704	-	1113	7430	4690	4933	10005	5	53	1324	3746	1729	261
HVO_RS00385	NC_013964.1	89701	90600	-	900	6240	4896	5017	9741	4	44	1028	3684	1582	217
HVO_RS00390	NC_013964.1	90597	91628	-	1032	7876	7879	8667	13569	4	85	1747	9593	1359	307
HVO_RS00395	NC_013964.1	91625	93370	-	1746	24478	26172	27475	47990	9	253	7553	38166	6908	1180
HVO_RS00400	NC_013964.1	94093	94962	+	870	2049	673	688	725	2	83	558	6786	281	108
HVO_RS00405	NC_013964.1	95047	95463	-	417	2410	748	789	930	9	149	754	25375	399	109
