# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2019_counts.txt" "dpyrE2-4hmfe-2_S5_sorted.bam" "dpyrE2-4hmfe-4_S9_sorted.bam" "dpyrE2-4hmfe-5_S18_sorted.bam" "dpyrE2-4hpfe-2_S2_sorted.bam" "dpyrE2-4hpfe-4_S16_sorted.bam" "dpyrE2-4hpfe-5_S12_sorted.bam" "dtbsP-4hmfe-2_S40_sorted.bam" "dtbsP-4hmfe-5_S46_sorted.bam" "dtbsP-4hmfe-6_S52_sorted.bam" "dtbsP-4hpfe-2_S38_sorted.bam" "dtbsP-4hpfe-5_S43_sorted.bam" "dtbsP-4hpfe-6_S49_sorted.bam" "dtrmB-4hmfe-1_S24_sorted.bam" "dtrmB-4hmfe-5_S30_sorted.bam" "dtrmB-4hmfe-6_S36_sorted.bam" "dtrmB-4hpfe-1_S21_sorted.bam" "dtrmB-4hpfe-5_S27_sorted.bam" "dtrmB-4hpfe-6_S33_sorted.bam" "dtrmBdtbsP-4hmfe-2_S56_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_sorted.bam" "dtrmBdtbsP-4hmfe-6_S72_sorted.bam" "dtrmBdtbsP-4hpfe-2_S54_sorted.bam" "dtrmBdtbsP-4hpfe-5_S65_sorted.bam" "dtrmBdtbsP-4hpfe-6_S69_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_sorted.bam	dpyrE2-4hmfe-4_S9_sorted.bam	dpyrE2-4hmfe-5_S18_sorted.bam	dpyrE2-4hpfe-2_S2_sorted.bam	dpyrE2-4hpfe-4_S16_sorted.bam	dpyrE2-4hpfe-5_S12_sorted.bam	dtbsP-4hmfe-2_S40_sorted.bam	dtbsP-4hmfe-5_S46_sorted.bam	dtbsP-4hmfe-6_S52_sorted.bam	dtbsP-4hpfe-2_S38_sorted.bam	dtbsP-4hpfe-5_S43_sorted.bam	dtbsP-4hpfe-6_S49_sorted.bam	dtrmB-4hmfe-1_S24_sorted.bam	dtrmB-4hmfe-5_S30_sorted.bam	dtrmB-4hmfe-6_S36_sorted.bam	dtrmB-4hpfe-1_S21_sorted.bam	dtrmB-4hpfe-5_S27_sorted.bam	dtrmB-4hpfe-6_S33_sorted.bam	dtrmBdtbsP-4hmfe-2_S56_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_sorted.bam	dtrmBdtbsP-4hmfe-6_S72_sorted.bam	dtrmBdtbsP-4hpfe-2_S54_sorted.bam	dtrmBdtbsP-4hpfe-5_S65_sorted.bam	dtrmBdtbsP-4hpfe-6_S69_sorted.bam
HVO_RS18560	NC_013967.1	2703888	2704121	-	234	241	100	295	897	889	939	89	3	89	3757	3376	3481	291	222	234	2713	3383	2507	35	48	186	18	2149	489
HVO_RS18565	NC_013967.1	2704175	2704885	-	711	1076	284	1254	1135	1188	1346	308	0	110	2054	1937	2093	1272	1036	890	2064	2324	2056	262	253	1139	87	4226	439
HVO_RS21115	NC_013967.1	2705030	2705176	+	147	11	10	18	13	22	46	3	0	2	41	46	42	13	15	17	47	45	28	3	5	25	0	52	16
HVO_RS18570	NC_013967.1	2705814	2706101	+	288	316	406	375	1082	1156	1484	208	2	31	1562	1819	1918	666	462	544	989	1928	1741	115	84	755	46	1812	632
HVO_RS18575	NC_013967.1	2706116	2707384	-	1269	2133	618	2530	2190	2250	2830	475	2	85	2296	2351	3355	1967	1475	1411	2497	3503	2706	506	531	2347	123	4722	712
HVO_RS18580	NC_013967.1	2707606	2708958	+	1353	8947	2774	10604	3442	3614	6901	1780	1	35	627	636	1560	2187	2205	2493	1093	2610	1639	1908	1274	7827	61	2277	435
HVO_RS18585	NC_013967.1	2708968	2710344	-	1377	2653	861	3076	2816	3081	3646	591	1	47	1243	1216	3316	3471	2371	1794	1801	3206	2324	514	712	3819	81	2726	637
HVO_RS18590	NC_013967.1	2710411	2711391	-	981	1005	488	1146	1378	1451	1685	362	2	97	1176	1254	1877	553	549	523	1887	2296	1843	255	197	1171	107	3452	548
HVO_RS18595	NC_013967.1	2711419	2712036	-	618	829	151	905	473	417	578	98	0	35	613	511	737	1120	931	665	893	758	617	199	200	698	26	1702	139
HVO_RS18600	NC_013967.1	2712095	2712676	+	582	241	67	301	216	263	323	65	0	17	248	208	307	787	540	346	314	336	265	47	110	323	9	466	47
HVO_RS18605	NC_013967.1	2712698	2713114	+	417	615	172	718	788	791	936	226	0	48	1598	1548	1748	976	802	532	1629	1887	1877	91	117	573	49	1373	360
HVO_RS18610	NC_013967.1	2713232	2714599	-	1368	1213	273	1309	1073	1116	1447	246	0	48	879	785	1352	2320	1836	996	1174	1602	1260	209	241	646	28	1602	234
HVO_RS18615	NC_013967.1	2714826	2715074	+	249	3369	1621	4247	2486	2671	3532	1203	2	212	2276	2413	2785	2208	1628	1365	6706	2985	3310	941	683	6198	339	6680	909
HVO_RS18620	NC_013967.1	2715148	2716146	+	999	4095	1285	4893	4549	4636	5716	678	3	169	3573	3238	7865	7715	5025	4497	3690	6356	5254	1265	1265	4282	216	15473	1407
HVO_RS21135	NC_013967.1	2716068	2716406	-	339	1321	583	1644	2247	2294	2581	306	4	70	1613	1617	3281	2122	1493	1430	1649	2785	2120	360	406	1892	129	6169	631
HVO_RS18630	NC_013967.1	2716454	2717524	-	1071	2120	1013	2512	3551	3631	4578	910	1	182	4471	4536	5292	1415	1026	1155	3311	5942	4552	538	503	2684	180	7783	1427
HVO_RS18635	NC_013967.1	2717559	2718326	-	768	1059	539	1344	1294	1367	2318	447	1	32	1022	1517	2234	854	982	835	1033	1816	1227	449	136	2443	135	1927	732
HVO_RS18640	NC_013967.1	2718404	2719126	-	723	6235	597	7279	1566	1715	1703	1808	6	107	6602	6706	9743	3324	2768	1967	2669	2972	2407	1177	846	4351	419	11956	2169
HVO_RS18645	NC_013967.1	2719310	2721418	-	2109	2459	1116	2896	4211	4232	4526	1091	2	260	5179	5463	5997	2961	2373	1894	4951	7331	6272	753	526	2963	261	7126	1876
HVO_RS18650	NC_013967.1	2721527	2722879	+	1353	2309	961	2908	1623	1648	2226	313	1	139	615	570	1663	2526	1879	1647	2903	1781	1265	490	532	1507	43	3414	231
HVO_RS18655	NC_013967.1	2723169	2724473	+	1305	230	99	293	226	288	300	64	0	17	300	257	390	221	187	211	404	353	314	47	63	265	21	901	75
HVO_RS18660	NC_013967.1	2724561	2725004	+	444	406	159	542	743	794	846	183	0	65	1111	1100	1283	475	454	327	1416	1507	1199	107	124	421	46	1651	276
HVO_RS18665	NC_013967.1	2725011	2726234	-	1224	291	158	309	657	711	724	187	0	49	1135	1185	1138	312	239	277	1323	1215	992	81	98	538	46	1918	292
HVO_RS18670	NC_013967.1	2726318	2727976	-	1659	2072	539	2484	1957	2090	2071	519	1	106	2456	2381	3083	2749	2116	1733	2900	3907	3153	449	308	1806	114	6092	908
HVO_RS18675	NC_013967.1	2728105	2730294	-	2190	9652	5362	11567	23672	24864	28299	5996	1	1052	25172	24803	30936	6231	4965	4223	20690	43654	33134	1983	2651	9848	727	31394	9470
HVO_RS18680	NC_013967.1	2730421	2730948	-	528	1062	159	1219	963	945	962	194	2	48	1004	1002	1633	2224	1574	1083	1414	1631	1410	189	136	559	44	2424	269
HVO_RS18685	NC_013967.1	2731032	2731619	-	588	386	149	464	741	761	789	178	1	27	940	930	1230	333	317	244	819	1521	1330	70	86	393	63	1220	336
HVO_RS18690	NC_013967.1	2731738	2732316	-	579	437	145	511	836	823	905	132	0	23	858	830	1605	798	539	421	835	1619	1344	83	142	506	44	1249	323
HVO_RS18695	NC_013967.1	2732414	2732755	+	342	266	55	286	219	196	293	56	0	6	331	317	388	435	359	259	249	435	387	45	71	189	8	578	73
HVO_RS18700	NC_013967.1	2732769	2733413	-	645	384	77	470	307	338	394	69	0	19	485	483	567	611	483	358	506	614	534	76	97	427	17	1070	100
HVO_RS18705	NC_013967.1	2733448	2734452	-	1005	629	113	732	473	471	495	116	2	37	564	508	621	897	631	549	764	735	593	123	120	415	27	1749	162
HVO_RS18710	NC_013967.1	2734561	2735478	-	918	594	271	706	1292	1464	1537	388	0	84	1826	1711	2028	487	468	349	2057	2470	2098	130	124	495	60	2670	488
HVO_RS18715	NC_013967.1	2735583	2735906	+	324	490	170	521	648	618	763	173	0	40	926	916	1006	1003	833	598	1293	1278	1200	121	136	759	28	1482	320
HVO_RS18720	NC_013967.1	2735949	2736416	-	468	377	111	474	640	611	742	95	2	39	1003	865	1161	1076	849	499	983	1357	1006	70	226	450	18	1255	160
HVO_RS18725	NC_013967.1	2736510	2736773	+	264	511	244	626	731	720	1043	172	0	46	922	945	1165	1128	927	651	1250	1408	1266	99	247	893	25	1412	265
HVO_RS18730	NC_013967.1	2736921	2738330	+	1410	20205	7102	23961	20488	21977	23503	5815	10	610	20972	20941	28484	28824	23377	17198	14983	32721	24713	4083	4183	24733	910	25250	6889
HVO_RS18735	NC_013967.1	2738778	2740652	+	1875	5564	2421	6692	9131	9317	11389	2076	4	470	8299	8229	11077	5747	4390	3443	9758	16435	11457	1164	1293	5320	338	15233	2733
HVO_RS18740	NC_013967.1	2740705	2741232	-	528	1629	256	1943	819	828	1035	140	1	49	511	482	1248	2182	1420	1160	911	1051	799	380	304	949	107	4286	225
HVO_RS18745	NC_013967.1	2741234	2742154	-	921	3246	498	3877	1312	1313	1576	222	1	73	908	804	1979	4227	3024	2448	1364	1612	1391	1014	568	1881	159	7069	371
HVO_RS18750	NC_013967.1	2742331	2742792	+	462	842	381	1089	1188	1150	1365	269	0	67	1293	1337	1726	945	717	685	2273	1824	1478	217	201	1076	65	3212	419
HVO_RS18755	NC_013967.1	2742803	2743630	-	828	2183	654	2388	3017	3124	3621	789	3	206	4177	4078	5029	2376	1713	1336	3845	5674	4437	513	507	2118	123	9363	1207
HVO_RS18760	NC_013967.1	2743627	2744214	-	588	1049	328	1239	1239	1285	1505	323	1	89	1954	1976	2250	1153	938	746	2016	2517	1985	305	201	836	113	4050	672
HVO_RS18765	NC_013967.1	2744356	2745495	+	1140	1522	512	1834	1962	1957	2182	450	2	126	2784	2546	2911	2605	2020	1371	2657	3401	2878	311	485	1547	71	3851	605
HVO_RS18770	NC_013967.1	2745684	2746367	+	684	1106	357	1327	698	769	889	183	1	163	862	817	1200	1050	967	1119	3685	1485	1439	326	192	731	56	4906	252
HVO_RS18775	NC_013967.1	2746435	2747196	-	762	632	165	778	351	456	432	77	1	91	363	325	633	739	564	657	2135	676	631	243	106	337	43	2716	116
HVO_RS18780	NC_013967.1	2747584	2749038	+	1455	1257	309	1456	960	929	1038	215	1	37	992	969	1524	3553	2241	1750	1065	1536	1301	369	311	1452	76	4020	398
HVO_RS18785	NC_013967.1	2749123	2749728	+	606	598	255	690	729	745	949	154	1	29	572	563	1049	1108	812	741	1029	1019	759	129	255	985	39	1529	180
HVO_RS18790	NC_013967.1	2749866	2750465	+	600	20385	9492	24653	17112	18654	30001	4442	18	904	17157	17552	24548	36296	28576	25004	25437	24549	22244	5038	9690	47421	940	36515	5219
HVO_RS18795	NC_013967.1	2750566	2750988	-	423	543	199	579	685	764	997	181	1	38	800	765	856	699	484	466	1523	1301	1041	94	175	583	41	1510	194
HVO_RS18800	NC_013967.1	2751153	2751443	+	291	400	240	513	699	688	787	203	1	37	536	600	862	377	300	392	1407	887	894	104	81	763	32	1484	355
HVO_RS18805	NC_013967.1	2751545	2752303	+	759	2655	1237	2990	3035	2944	5464	936	2	113	2511	2326	3561	8768	5698	3963	2149	4163	3275	501	2216	6152	96	3469	692
HVO_RS18810	NC_013967.1	2752331	2752909	-	579	1091	555	1282	1383	1476	2389	428	0	62	1192	1137	1749	3477	2129	1840	1106	1658	1348	231	1146	3750	71	1890	321
HVO_RS18815	NC_013967.1	2753026	2754024	+	999	1474	500	1781	1301	1429	1717	439	2	88	1901	1937	2277	1063	938	1023	1968	2063	1895	345	240	1288	104	3823	542
HVO_RS18820	NC_013967.1	2754021	2754605	+	585	699	201	765	632	722	769	163	0	48	1029	929	1086	530	454	412	824	1108	837	160	172	548	48	1784	221
HVO_RS18825	NC_013967.1	2754598	2754801	+	204	240	92	300	318	350	374	77	1	26	513	477	473	211	152	187	419	496	419	42	44	209	9	806	110
HVO_RS18830	NC_013967.1	2754918	2755838	+	921	1422	453	1760	1577	1700	1806	382	0	73	1178	1259	1769	1034	783	776	1848	2102	1754	333	313	1095	118	3360	390
HVO_RS18835	NC_013967.1	2755914	2756096	+	183	948	310	1074	1025	1076	1755	204	1	37	1185	1049	1873	3612	2726	2097	1276	2104	1919	201	335	1110	59	3291	347
HVO_RS18840	NC_013967.1	2756256	2757005	+	750	2064	907	2298	2126	2127	2732	569	1	105	1915	2012	2731	2502	1810	1826	2561	3025	2439	717	466	2857	325	6323	851
HVO_RS18845	NC_013967.1	2757006	2757896	+	891	2451	682	2751	2076	2226	2590	441	6	156	2287	2312	2961	2208	1811	1568	2832	3466	2636	733	683	1929	117	8090	619
HVO_RS18860	NC_013967.1	2759237	2759311	+	75	157	58	252	162	220	729	43	0	10	291	347	898	488	888	710	349	405	1023	23	28	168	6	321	70
HVO_RS18865	NC_013967.1	2759382	2760101	-	720	976	265	1179	898	854	896	265	0	151	1050	935	1486	974	901	931	5082	1861	1876	336	103	399	112	6628	316
HVO_RS18870	NC_013967.1	2760473	2761786	+	1314	2119	1322	2523	4168	4438	4261	1155	3	194	3090	3180	4596	4738	3508	2859	4255	5043	4282	526	431	2226	174	7845	1305
HVO_RS18875	NC_013967.1	2761895	2762494	+	600	445	157	500	693	714	732	153	0	36	785	740	1058	761	626	466	1174	1367	1056	85	135	554	21	1325	177
HVO_RS18880	NC_013967.1	2762543	2762935	-	393	1050	388	1249	1813	1750	2193	399	1	66	2443	2475	2337	806	568	536	2218	3539	2684	150	226	942	65	2065	584
HVO_RS18885	NC_013967.1	2762990	2764180	-	1191	963	807	1160	2940	3075	3294	829	2	157	3447	3779	3703	476	420	435	3137	5306	4043	223	272	1712	186	3997	1470
HVO_RS18890	NC_013967.1	2764451	2764828	+	378	171	19	211	160	181	194	31	0	13	191	219	233	305	234	183	211	295	268	55	40	115	16	490	59
HVO_RS18895	NC_013967.1	2764847	2765257	+	411	434	95	565	510	595	522	118	1	39	639	577	705	851	738	530	924	920	787	103	112	320	17	1345	149
HVO_RS18900	NC_013967.1	2765393	2766283	-	891	1230	598	1450	2614	2791	2227	448	1	161	1611	1823	2354	2665	2051	1529	4305	3870	3053	332	338	1368	99	5409	593
HVO_RS18905	NC_013967.1	2766630	2766751	-	122	18	28	34	11	11	46	148	0	8	23	36	40	44	77	51	136	36	24	40	34	76	46	67	187
HVO_RS18910	NC_013967.1	2766863	2769777	-	2915	2102345	5701961	2602491	1229489	1329060	815125	3544407	1400	109862	503258	632465	551061	3496385	981151	6201727	1734354	791344	491900	3523127	630220	5717416	1995559	7451554	4414005
HVO_RS18915	NC_013967.1	2769994	2770065	-	72	106	112	128	142	157	468	99	0	16	520	467	536	171	409	159	682	738	728	18	29	70	27	432	162
HVO_RS18920	NC_013967.1	2770163	2771635	-	1473	894145	4187124	1093619	545334	582731	424119	1743085	746	79773	499437	591325	485141	1301904	596034	4518454	1324222	504024	378279	2031103	446838	3387782	1219020	2033712	1900048
HVO_RS18925	NC_013967.1	2772381	2772695	-	315	3288	2564	4183	2165	2346	2669	878	2	29	1759	1690	1451	2123	1453	2501	1575	1982	1524	648	396	2791	166	2206	570
HVO_RS18930	NC_013967.1	2772933	2773130	+	198	497	84	608	516	513	646	85	0	15	867	865	1061	1078	908	648	781	1342	1137	105	177	736	26	709	241
HVO_RS18935	NC_013967.1	2773191	2774246	+	1056	2330	616	2728	2105	2202	1966	500	1	80	2877	2991	3238	4781	3640	2840	2348	3940	3563	543	442	3400	239	3464	1063
HVO_RS18940	NC_013967.1	2774341	2775699	+	1359	834	213	979	736	840	884	162	0	47	970	861	1302	870	683	541	1173	1451	1175	164	174	767	44	1671	288
HVO_RS18945	NC_013967.1	2775763	2778375	-	2613	14663	5539	17301	19320	20032	24635	5040	7	734	17478	17845	22511	5276	4865	4045	15869	29466	22327	2423	3293	17363	744	21848	5541
HVO_RS18950	NC_013967.1	2778467	2779672	-	1206	36187	4528	42677	9682	10065	22707	6304	6	115	3233	2992	5214	3086	3659	3861	2631	7086	4053	6037	6009	27635	123	4112	1236
HVO_RS18955	NC_013967.1	2779920	2781632	-	1713	4470	2121	5412	9492	9906	11061	1974	2	367	10827	10593	13474	5676	4576	3424	8440	16541	12883	773	1260	5524	270	11888	2932
HVO_RS18960	NC_013967.1	2781632	2783131	-	1500	4004	1904	4672	7515	7726	8669	1559	2	275	8320	8345	10264	4258	3451	3019	6362	12992	10448	904	965	5047	333	9726	2540
HVO_RS18965	NC_013967.1	2783411	2784409	-	999	508	266	610	513	542	789	173	0	22	197	194	296	1015	792	762	358	368	284	88	212	610	17	603	69
HVO_RS18970	NC_013967.1	2784501	2785550	+	1050	336	119	377	567	618	666	133	1	34	580	521	797	496	350	285	866	969	688	67	83	259	21	1163	134
HVO_RS18975	NC_013967.1	2785575	2787164	-	1590	2777	1575	3409	5775	6077	6217	1752	3	243	6223	6367	8558	3327	2942	2031	5280	9407	7858	568	636	2935	281	8198	2128
HVO_RS18980	NC_013967.1	2787161	2788180	-	1020	470	178	568	632	724	833	165	0	38	810	808	1092	628	510	404	1044	1306	1021	131	135	394	39	1674	235
HVO_RS18985	NC_013967.1	2788366	2789097	-	732	79	17	78	36	44	34	9	0	4	64	46	48	64	77	57	81	55	69	38	13	36	2	349	13
HVO_RS18990	NC_013967.1	2789200	2789850	+	651	488	153	646	507	470	530	145	0	31	619	625	697	1064	857	631	885	885	675	180	134	762	50	2221	197
HVO_RS18995	NC_013967.1	2789920	2792259	-	2340	4780	741	5521	2818	3103	3157	695	3	662	6030	6039	6081	4692	3476	3267	14243	9592	8905	1650	601	2827	558	34861	2622
HVO_RS19000	NC_013967.1	2792868	2793803	+	936	5403	1353	6329	3996	4108	4981	1110	1	198	3464	3509	4862	6518	4942	4074	4569	5921	4578	1022	866	4324	167	7069	1268
HVO_RS19005	NC_013967.1	2794100	2795206	+	1107	26971	8440	33199	12586	13626	23222	4561	2	192	4475	4723	7527	6288	5133	5780	4030	11210	8643	6903	3321	16535	525	11244	2149
HVO_RS19010	NC_013967.1	2795203	2796186	+	984	22600	6796	27332	11062	11772	18911	3575	8	166	4024	4211	6744	5143	3991	4288	3153	10626	7211	4657	2347	11708	248	9273	1777
HVO_RS19015	NC_013967.1	2796190	2797755	+	1566	32636	13451	39632	20904	22604	40346	7306	9	408	11464	11041	17350	12965	10368	9831	6531	23838	18155	9967	7174	26286	839	19338	4358
HVO_RS19020	NC_013967.1	2797755	2799182	+	1428	45459	12853	54178	28758	30202	46746	7654	9	453	13579	13488	21517	16051	12266	11110	10689	30165	21710	8124	5820	25346	611	22413	4664
HVO_RS19025	NC_013967.1	2799214	2799426	-	213	361	133	458	464	478	765	98	0	22	314	292	481	169	159	122	545	622	432	70	64	384	14	770	91
HVO_RS19030	NC_013967.1	2799423	2799839	-	417	271	142	377	385	413	621	103	0	39	383	353	548	262	226	208	776	589	505	61	70	322	18	1195	90
HVO_RS19035	NC_013967.1	2800044	2800235	-	192	35	34	51	61	62	83	24	0	11	96	107	101	75	60	56	192	114	98	17	7	81	9	269	31
HVO_RS19040	NC_013967.1	2800287	2800934	-	648	624	156	676	581	514	558	145	0	50	1246	1199	1148	1024	796	553	1126	1336	1104	149	135	442	46	1597	252
HVO_RS19045	NC_013967.1	2801078	2801515	+	438	636	140	773	730	787	736	147	0	26	910	766	1197	1766	1145	887	1094	1211	993	118	194	741	40	1828	222
HVO_RS19050	NC_013967.1	2801546	2802211	-	666	2568	599	3048	2319	2372	2544	479	2	116	2933	2740	3692	5304	4207	3076	3412	3970	3244	496	682	3007	118	5788	746
HVO_RS19055	NC_013967.1	2802350	2803927	+	1578	6975	2860	8106	6536	6890	7520	1687	4	499	7575	7505	8873	24207	18167	13223	10877	11155	8708	1771	1238	6110	637	13970	2211
HVO_RS19060	NC_013967.1	2803964	2804548	-	585	569	529	698	1298	1338	1295	179	2	44	853	785	1651	1570	1227	834	1266	1630	1262	144	276	1081	58	1274	261
HVO_RS19065	NC_013967.1	2804694	2805953	-	1260	1833	797	2248	3097	3243	3267	747	5	231	4329	4061	4824	2188	1805	1689	4762	5873	4907	432	400	1943	146	7009	1091
HVO_RS19070	NC_013967.1	2806048	2806419	-	372	1353	618	1480	1519	1581	1917	432	0	110	1513	1640	2180	2406	2001	1625	3300	2223	2107	329	297	1725	83	4227	434
HVO_RS19075	NC_013967.1	2806502	2806738	-	237	988	425	1103	1005	980	1039	370	1	72	1184	1252	1529	1019	1000	890	2014	1644	1541	331	214	1760	165	2787	489
HVO_RS19080	NC_013967.1	2806835	2807527	-	693	5940	1071	7150	3610	3560	3658	1117	4	163	4747	4701	5632	6487	5295	4184	3803	6660	5315	1199	1095	4992	499	10136	1784
HVO_RS19085	NC_013967.1	2807600	2807809	-	210	286	38	313	168	194	447	47	0	0	83	73	106	83	80	45	91	211	168	32	150	284	3	67	16
HVO_RS19090	NC_013967.1	2807898	2808278	+	381	342	143	441	312	381	564	199	0	4	346	365	355	305	291	215	181	486	405	64	97	445	7	277	128
HVO_RS19095	NC_013967.1	2808275	2808928	+	654	883	273	1070	1022	1036	1510	361	0	19	676	727	850	676	613	485	460	1135	812	127	289	1056	21	781	211
HVO_RS19100	NC_013967.1	2808963	2810786	-	1824	7109	2356	8734	4222	4483	8931	2259	2	33	1032	1039	1455	2790	2684	2993	894	2289	1428	1241	1444	9458	42	734	404
HVO_RS19105	NC_013967.1	2810921	2811886	-	966	1050	348	1255	1367	1550	1587	467	0	18	572	585	869	639	511	409	687	1312	960	176	129	834	33	781	226
HVO_RS19110	NC_013967.1	2811888	2812184	-	297	184	61	215	280	322	438	119	0	9	160	163	246	150	175	136	303	346	323	24	33	165	4	171	60
HVO_RS19115	NC_013967.1	2812286	2813611	+	1326	1284	279	1475	827	800	1036	316	0	24	472	429	666	803	684	678	565	816	668	304	208	697	36	831	170
HVO_RS19120	NC_013967.1	2813608	2813841	+	234	251	31	258	149	151	189	35	0	2	93	81	128	169	128	105	124	131	110	40	43	148	4	165	23
HVO_RS19125	NC_013967.1	2813950	2814630	+	681	2071	670	2422	3762	4000	3029	775	2	259	6718	6988	6808	836	895	774	6293	9226	8928	412	349	2042	325	6903	2290
HVO_RS19130	NC_013967.1	2814791	2814994	+	204	931	255	1090	1803	1791	1757	258	0	108	3211	2876	3529	1152	957	650	4365	4567	3839	111	308	1129	54	2963	594
HVO_RS19135	NC_013967.1	2815279	2815911	-	633	1936	449	2172	1494	1682	1915	347	10	96	1203	1086	2159	2865	1982	1807	2610	2199	1605	397	417	1242	84	6054	319
HVO_RS19140	NC_013967.1	2816245	2816748	-	504	920	397	1064	1101	1150	1398	276	1	34	823	797	1266	1353	1171	835	1521	1692	1514	160	289	1098	62	1771	290
HVO_RS19145	NC_013967.1	2816899	2817594	+	696	1978	835	2256	3034	3133	3302	672	1	96	3120	2662	3853	5860	3251	2728	2509	4965	3616	478	1015	3350	134	3267	809
HVO_RS19150	NC_013967.1	2817631	2818224	-	594	704	344	890	1225	1206	1296	247	0	65	1289	1279	1487	1351	890	824	1314	1861	1728	160	203	1026	41	1623	421
HVO_RS19155	NC_013967.1	2818545	2818733	+	189	270	126	317	468	468	637	77	1	21	603	563	716	514	365	244	570	829	665	66	154	418	11	624	116
HVO_RS19160	NC_013967.1	2818790	2819506	-	717	1184	258	1284	1151	1295	1296	259	1	66	1445	1331	1690	2269	1692	1177	1408	1936	1676	214	400	1006	49	2124	254
HVO_RS19165	NC_013967.1	2819632	2820996	+	1365	2332	874	2882	2872	3053	3839	851	1	239	4000	3786	4189	2456	1868	1702	4355	5189	4815	517	591	2332	150	6372	1176
HVO_RS19170	NC_013967.1	2821253	2821948	-	696	353	190	385	339	360	589	155	1	30	394	511	520	336	268	361	1093	649	651	102	39	437	58	1788	192
HVO_RS19175	NC_013967.1	2822191	2822442	-	252	404	75	481	339	377	403	65	0	17	371	379	505	718	483	346	622	535	450	52	109	331	7	844	67
HVO_RS19180	NC_013967.1	2822533	2822901	-	369	1009	163	1107	685	744	907	193	0	47	1027	1020	1106	1559	1158	954	1066	1251	1070	214	244	1069	49	1681	280
HVO_RS19185	NC_013967.1	2822983	2824035	-	1053	918	200	1140	695	725	763	187	0	44	965	1003	1115	1188	932	748	895	1262	1050	242	237	986	58	2108	226
HVO_RS21355	NC_013967.1	2824060	2824590	-	531	521	138	515	532	471	594	104	0	24	456	383	605	682	418	412	821	732	615	86	98	497	34	1522	153
HVO_RS21360	NC_013967.1	2824636	2824797	+	162	348	65	438	249	276	283	45	0	13	223	176	300	509	299	280	495	369	310	50	71	210	15	928	56
HVO_RS19195	NC_013967.1	2825137	2825526	-	390	29551	15679	35494	42304	44171	56030	12695	26	2814	58056	63793	68223	59974	49121	42878	110255	84729	79885	8643	6025	60989	3301	96781	24316
HVO_RS19200	NC_013967.1	2825667	2826788	-	1122	1633	737	1913	2556	2625	3186	590	0	113	1828	1813	3058	2334	1714	1190	3102	3857	2872	354	462	2289	114	3688	708
HVO_RS19205	NC_013967.1	2826932	2828227	-	1296	388	316	538	518	513	635	175	1	41	473	444	596	2518	1935	1232	1054	683	585	91	110	571	34	1107	142
HVO_RS19210	NC_013967.1	2828360	2829607	-	1248	235	151	247	538	551	575	184	0	39	433	431	575	1440	1079	690	755	727	676	43	65	210	19	847	140
HVO_RS19215	NC_013967.1	2829604	2830923	-	1320	75	61	107	165	169	206	36	0	15	221	214	264	1509	1238	713	283	282	268	21	31	145	7	315	74
HVO_RS19220	NC_013967.1	2831155	2833254	+	2100	1248	562	1586	2171	2146	2737	441	0	96	1919	1767	2740	2537	1913	1363	2109	3177	2465	267	587	2147	74	2728	487
HVO_RS19225	NC_013967.1	2833318	2834241	-	924	882	308	992	1624	1658	1478	280	2	73	2035	1821	2809	1200	967	600	1692	2860	1970	167	299	1038	38	2548	455
HVO_RS19230	NC_013967.1	2834238	2835218	-	981	1384	605	1706	2341	2372	2135	487	5	151	2848	2895	4030	2048	1569	1241	3333	4358	3189	311	524	2365	95	4006	811
HVO_RS19235	NC_013967.1	2835333	2835608	-	276	285	208	347	518	554	666	165	2	34	674	708	860	557	412	516	840	889	743	73	174	882	40	1315	189
HVO_RS19240	NC_013967.1	2835721	2835948	+	228	69	107	96	173	185	324	123	0	18	523	483	556	161	145	197	282	343	202	36	329	995	19	1289	63
HVO_RS19245	NC_013967.1	2835972	2837495	-	1524	533	757	608	964	1036	1623	848	4	142	3584	3442	2985	1049	910	1513	1621	1630	1194	264	1320	5118	90	7783	576
HVO_RS19250	NC_013967.1	2837628	2839367	+	1740	1052	302	1204	1285	1433	1278	267	2	89	1246	1108	1784	753	573	603	1891	1989	1735	313	158	587	94	3981	419
HVO_RS19255	NC_013967.1	2839432	2840346	-	915	6454	7924	7787	21071	22023	33756	7094	4	702	16760	16895	24207	16226	14176	9044	20205	29822	24466	1202	1965	10278	552	17830	5787
HVO_RS19260	NC_013967.1	2840553	2841158	+	606	479	251	557	563	561	879	180	0	31	867	693	1060	1058	953	793	677	1133	1000	143	210	523	46	1818	253
HVO_RS19265	NC_013967.1	2841239	2841628	+	390	1290	496	1461	1338	1365	1666	325	0	75	1297	1182	1814	2044	1573	1253	1937	1950	1651	276	447	1391	67	3963	363
HVO_RS19270	NC_013967.1	2841653	2844229	-	2577	15934	5872	18963	15597	16310	17965	4017	12	829	11366	11270	16107	25750	20766	16606	16051	19253	16045	2986	4501	18301	606	32792	3732
