# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2021_counts3.txt" "aGTrmB_D_noglu_24_S42_sorted.bam" "deltadelta_a_glu_S16_sorted.bam" "deltadelta_a_noglu_S35_sorted.bam" "deltadelta_b_glu_S53_sorted.bam" "deltadelta_b_noglu_S36_sorted.bam" "deltadelta_c_glu_S43_sorted.bam" "deltadelta_d_glu_S44_sorted.bam" "deltadelta_d_noglu_S5_sorted.bam" "HVO_ref_RNA_S27_sorted.bam" "tbsP_a_glu_S33_sorted.bam" "tbsP_a_noglu_S24_sorted.bam" "tbsP_b_glu_S2_sorted.bam" "tbsP_b_noglu_S30_sorted.bam" "tbsP_c_glu_S51_sorted.bam" "tbsP_c_noglu_S15_sorted.bam" "tbsP_d_glu_S52_sorted.bam" "tbsP_d_noglu_S31_sorted.bam" "tbsP_e_glu_S3_sorted.bam" "tbsP_e_noglu_S50_sorted.bam" "trmB_a_glu_S4_sorted.bam" "trmB_a_noglu_S32_sorted.bam" "trmB_b_noglu_S25_sorted.bam" "trmB_c_glu_S34_sorted.bam" "trmB_c_noglu_S1_sorted.bam" "WT_a_glu_S39_sorted.bam" "WT_a_noglu_S37_sorted.bam" "WT_b_glu_S13_sorted.bam" "WT_b_noglu_S17_sorted.bam" "WT_c_glu_S18_sorted.bam" "WT_c_noglu_S6_sorted.bam" "WT_d_glu_S19_sorted.bam" "WT_d_noglu_s38_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aGTrmB_D_noglu_24_S42_sorted.bam	deltadelta_a_glu_S16_sorted.bam	deltadelta_a_noglu_S35_sorted.bam	deltadelta_b_glu_S53_sorted.bam	deltadelta_b_noglu_S36_sorted.bam	deltadelta_c_glu_S43_sorted.bam	deltadelta_d_glu_S44_sorted.bam	deltadelta_d_noglu_S5_sorted.bam	HVO_ref_RNA_S27_sorted.bam	tbsP_a_glu_S33_sorted.bam	tbsP_a_noglu_S24_sorted.bam	tbsP_b_glu_S2_sorted.bam	tbsP_b_noglu_S30_sorted.bam	tbsP_c_glu_S51_sorted.bam	tbsP_c_noglu_S15_sorted.bam	tbsP_d_glu_S52_sorted.bam	tbsP_d_noglu_S31_sorted.bam	tbsP_e_glu_S3_sorted.bam	tbsP_e_noglu_S50_sorted.bam	trmB_a_glu_S4_sorted.bam	trmB_a_noglu_S32_sorted.bam	trmB_b_noglu_S25_sorted.bam	trmB_c_glu_S34_sorted.bam	trmB_c_noglu_S1_sorted.bam	WT_a_glu_S39_sorted.bam	WT_a_noglu_S37_sorted.bam	WT_b_glu_S13_sorted.bam	WT_b_noglu_S17_sorted.bam	WT_c_glu_S18_sorted.bam	WT_c_noglu_S6_sorted.bam	WT_d_glu_S19_sorted.bam	WT_d_noglu_s38_sorted.bam
HVO_RS19180	NC_013967.1	2822533	2822901	-	369	1117	2613	2602	2347	2083	1584	1687	1969	2	2209	2257	1997	2390	2205	1923	2243	2198	2566	2500	2359	1905	2680	2823	2398	3202	2443	3728	2879	3232	1988	5186	2207
HVO_RS19185	NC_013967.1	2822983	2824035	-	1053	469	1583	1857	1372	1736	872	1077	1579	0	1094	1368	1219	1742	1705	1533	1550	1801	1086	2031	1446	822	1819	1843	945	2484	1749	2756	1647	1462	994	3904	1283
HVO_RS21355	NC_013967.1	2824060	2824590	-	531	719	1455	1042	1368	918	928	939	1018	0	1011	1101	1130	1058	1496	1034	1552	1053	1141	1196	1536	1565	2779	1474	1730	1450	1356	3574	1042	1262	806	2760	910
HVO_RS21360	NC_013967.1	2824636	2824797	+	162	341	237	101	185	142	130	170	108	0	215	185	208	166	177	97	200	145	192	154	208	134	293	179	174	203	149	242	105	179	181	331	129
HVO_RS19195	NC_013967.1	2825137	2825526	-	390	84988	66339	50663	63328	44844	60036	63728	46663	828	68114	59937	55028	61259	60286	51637	55972	53598	95172	58862	63731	76649	85921	76734	88992	89568	75182	74678	82112	89917	80183	125441	67579
HVO_RS19200	NC_013967.1	2825667	2826788	-	1122	3170	4612	3159	5185	3054	3420	4167	3135	1	5285	4128	4641	4356	4467	3759	5128	3983	5020	4489	5031	3076	5194	5739	3461	5364	3902	4621	3908	4092	4529	8369	3692
HVO_RS19205	NC_013967.1	2826932	2828227	-	1296	747	913	2468	650	1407	527	488	1428	0	578	1325	580	1371	729	1927	577	1489	682	1284	629	1694	2498	990	1906	1488	2601	1051	1267	1216	775	2507	1028
HVO_RS19210	NC_013967.1	2828360	2829607	-	1248	922	880	453	920	330	630	700	371	0	1028	691	777	678	802	1131	910	438	1159	610	955	5625	9097	947	6548	1095	1460	1368	521	1155	690	1594	503
HVO_RS19215	NC_013967.1	2829604	2830923	-	1320	516	417	327	406	264	291	301	307	0	418	355	356	276	375	815	393	264	444	280	410	4915	8476	394	5969	449	1303	527	423	449	302	622	364
HVO_RS19220	NC_013967.1	2831155	2833254	+	2100	2234	3506	3660	3602	2843	2517	2733	2806	2	3505	3903	3154	3729	3118	3236	3521	3940	3863	4086	3609	2091	2575	3846	2096	4387	3918	4700	4517	3861	4040	6500	3451
HVO_RS19225	NC_013967.1	2833318	2834241	-	924	1499	2250	1131	2668	1394	1593	1941	1121	0	3081	1813	2466	2060	2658	1706	2415	1579	2917	1964	2296	546	1004	3548	667	3823	1200	2236	1212	2509	2295	5598	1667
HVO_RS19230	NC_013967.1	2834238	2835218	-	981	1723	3483	1849	3884	1852	2461	2955	1663	3	4020	2607	3479	2792	3717	2235	3401	2254	4036	2777	3444	1151	2043	4853	1314	5463	2003	3247	1983	3344	2994	7608	2340
HVO_RS19235	NC_013967.1	2835333	2835608	-	276	647	1084	1118	1062	761	796	849	793	0	1094	969	856	989	1021	862	892	938	1269	966	907	1308	1587	1310	1474	1714	1111	1071	1193	1469	1003	2231	964
HVO_RS19240	NC_013967.1	2835721	2835948	+	228	112	361	388	268	343	160	179	330	0	199	370	244	368	270	276	222	286	291	331	296	472	836	493	685	422	380	597	359	431	215	921	324
HVO_RS19245	NC_013967.1	2835972	2837495	-	1524	599	871	725	559	565	452	527	589	0	702	876	625	1164	1105	1254	721	1113	1030	890	661	660	1426	1862	869	3520	869	1822	886	1967	847	3341	641
HVO_RS19250	NC_013967.1	2837628	2839367	+	1740	5525	4247	2156	4380	2111	3067	3353	1811	2	3907	2715	3742	2740	4609	2580	4422	1934	4560	2448	4678	1567	3136	4619	1812	5970	2235	7554	1734	4729	2105	8247	1723
HVO_RS19255	NC_013967.1	2839432	2840346	-	915	31945	19450	14678	20188	16293	15974	17444	13988	51	25816	44648	19130	48181	14461	28474	17256	32347	31225	37976	18960	8798	15236	29909	13289	42432	32807	17307	37912	47331	56931	71855	43699
HVO_RS19260	NC_013967.1	2840553	2841158	+	606	1472	2859	1401	1824	1225	1210	1392	1367	2	1387	1826	1528	1800	1464	1479	1434	1544	1866	1757	1613	1158	2711	1749	2052	2684	2502	1873	2360	2371	1403	5525	1894
HVO_RS19265	NC_013967.1	2841239	2841628	+	390	1808	2779	4211	2090	3810	1396	1633	3574	2	1861	3768	1768	3770	2143	3191	1868	3803	2092	3979	1962	4221	5626	2742	4987	3129	4765	3706	4591	3181	2445	6026	3427
HVO_RS19270	NC_013967.1	2841653	2844229	-	2577	26745	40425	28358	38907	28539	22331	28649	26920	21	40154	42983	34891	42211	33117	33657	35332	35958	49086	42765	37754	32406	60487	54262	46339	62911	38721	61626	39498	59129	42213	99373	36280
HVO_RS19275	NC_013967.1	2844575	2845567	-	993	19903	24335	23958	18888	23840	14483	17801	25070	10	24879	22921	21110	23164	16850	18875	19980	23574	30964	25413	23806	10246	15070	26559	13791	31965	19251	31892	25287	29061	23374	46915	20935
HVO_RS19280	NC_013967.1	2845616	2846008	-	393	7125	8992	11546	7406	10529	6275	8025	10618	3	10226	9136	7893	9622	6311	8222	7692	9328	12322	10550	8717	4983	5698	10973	5903	12491	7901	10797	10325	11915	10063	17297	9023
HVO_RS19285	NC_013967.1	2846015	2846656	-	642	13164	18290	17213	14875	20232	12382	14467	20501	88	20553	19297	16354	18639	12544	13878	15419	19045	25310	20420	18362	7025	9300	21436	9510	25366	13815	21069	19488	23488	20052	34787	16521
HVO_RS19295	NC_013968.1	101	1327	+	1227	1470	2699	2027	2604	2717	1744	2419	2948	1	2065	2273	2064	2283	2393	1675	2261	2207	2801	2188	2554	3432	4046	3034	4481	2895	2797	2890	3210	2646	3215	4630	3023
HVO_RS21365	NC_013968.1	1621	2058	+	438	1373	1379	452	1167	694	860	1149	460	0	1036	698	1008	865	1367	474	1220	629	1264	650	1247	560	645	1563	788	1461	1085	1901	963	1158	1035	2125	844
HVO_RS20335	NC_013968.1	2344	3240	+	897	3115	783	709	597	661	451	682	700	1	419	458	475	606	734	393	657	638	741	713	644	857	987	893	1249	808	1006	1511	1869	756	1112	1383	999
HVO_RS19305	NC_013968.1	3380	4549	-	1170	245	229	189	225	170	184	228	163	1	225	233	206	207	298	175	242	179	235	231	280	230	302	217	275	222	217	1597	647	222	266	358	704
HVO_RS19310	NC_013968.1	4649	5341	+	693	1374	1708	1615	1308	1281	829	1013	1113	1	850	1228	1048	1405	1406	1133	1254	1270	1220	1380	1297	2289	3237	1758	3189	2050	2232	3826	2275	1798	1260	3285	1925
HVO_RS19315	NC_013968.1	5497	5742	-	246	830	1574	2292	1192	1616	1013	1046	1399	1	963	1251	1039	1289	1553	1333	1153	1292	1160	1349	1337	1740	2249	1678	2440	1951	2584	2914	2235	1742	932	3204	1777
HVO_RS19320	NC_013968.1	5743	6006	-	264	1125	1854	2529	1336	1970	1120	1186	1565	1	1092	1495	1202	1636	1718	1431	1429	1499	1454	1695	1370	2023	2876	1945	3097	2435	2973	2885	2837	2172	1257	3750	1974
HVO_RS19325	NC_013968.1	6138	6419	-	282	198	206	51	148	45	117	177	43	0	233	133	146	167	119	106	101	96	295	106	145	58	57	263	57	221	111	218	119	224	354	290	159
HVO_RS19330	NC_013968.1	6521	6970	+	450	509	666	102	545	176	403	595	134	0	712	535	437	622	518	414	446	353	1017	408	534	150	158	987	146	782	382	850	368	840	1757	1212	681
HVO_RS19335	NC_013968.1	7139	7501	+	363	147	279	95	180	163	159	142	140	0	218	181	165	224	211	138	172	140	284	197	218	186	208	313	228	272	167	432	207	347	423	517	256
HVO_RS19340	NC_013968.1	7718	9085	+	1368	814	1196	555	977	606	710	969	518	1	813	657	812	841	975	640	905	727	1038	761	1076	909	999	1446	967	1349	1057	2011	798	1114	1249	2067	897
HVO_RS19345	NC_013968.1	9296	9616	+	321	13619	12332	13573	11284	13908	9431	10328	12637	12	9964	13399	10224	13100	11399	11771	10501	13919	12420	13716	12775	22369	23761	13537	26991	14743	21687	13636	21572	15221	11712	22268	17059
HVO_RS19350	NC_013968.1	9798	11096	-	1299	40	66	77	71	68	94	71	67	0	55	54	53	67	73	68	64	51	54	53	74	91	122	55	88	80	82	462	216	38	91	117	200
HVO_RS20350	NC_013968.1	11678	12244	-	567	877	348	605	346	615	287	382	599	0	357	640	367	685	469	509	420	762	590	783	435	385	442	697	537	982	1252	1329	1516	751	1008	1425	997
HVO_RS19360	NC_013968.1	12685	13536	+	852	1436	860	990	851	948	744	970	994	0	845	1135	660	1212	894	1063	710	1049	926	1165	740	806	1354	1264	1105	1331	1485	1005	1312	775	1841	1698	1380
HVO_RS19365	NC_013968.1	13539	13925	+	387	639	455	458	465	394	363	438	393	1	406	481	387	547	462	467	364	471	459	542	350	342	429	595	374	629	643	546	633	396	732	812	555
HVO_RS19370	NC_013968.1	15191	16360	+	1170	294	233	194	215	194	233	248	170	0	233	231	203	203	319	172	237	219	201	202	275	247	296	212	320	213	227	1634	714	242	248	369	769
HVO_RS19375	NC_013968.1	16507	16875	-	369	843	1099	361	752	282	569	751	233	0	815	603	661	716	739	545	677	517	1149	575	799	282	280	1180	275	1117	658	1397	684	1236	1073	1842	824
HVO_RS19380	NC_013968.1	17018	17512	-	495	196	238	57	206	61	143	207	49	0	208	104	158	124	222	75	189	95	305	86	236	59	69	263	65	240	109	401	120	275	283	371	142
HVO_RS19390	NC_013968.1	17716	17976	-	261	695	466	87	375	96	209	383	78	0	385	204	317	224	336	155	319	175	576	189	401	84	106	522	112	421	156	734	224	597	641	748	351
HVO_RS20665	NC_013968.1	18073	18426	+	354	388	292	103	234	90	154	250	76	1	231	231	224	338	190	194	205	247	314	249	244	81	92	407	90	335	196	385	212	330	518	475	257
HVO_RS21375	NC_013968.1	18658	18852	+	195	33	58	31	29	15	27	35	19	0	27	26	27	37	45	26	27	33	32	25	29	34	29	46	34	59	24	121	34	49	18	83	13
HVO_RS19400	NC_013968.1	18908	19882	+	975	8549	12535	12759	13263	14602	11488	12810	15765	10	9761	15598	9914	13513	15764	11085	14611	15169	12956	16607	14489	12485	12282	13177	14722	16262	22548	23020	31661	15531	16077	24505	19805
HVO_RS20370	NC_013968.1	19887	20411	+	525	673	1626	1182	1891	1324	1702	2014	1313	0	1230	1169	1402	1075	2976	1058	2574	1342	1440	1480	2325	884	557	1657	876	1907	2255	3876	2791	1529	1311	2684	1708
HVO_RS19405	NC_013968.1	20884	21090	-	207	136	162	117	115	91	137	167	87	0	124	132	97	126	137	129	113	117	134	105	140	90	92	188	123	183	211	242	147	135	138	281	102
HVO_RS20670	NC_013968.1	21134	21307	-	174	163	127	120	112	96	115	161	98	0	113	117	86	146	135	122	124	125	164	135	115	78	85	161	83	172	170	168	162	124	155	240	112
HVO_RS19410	NC_013968.1	21542	22072	+	531	993	561	164	547	192	339	516	214	0	385	425	357	461	576	366	523	432	652	454	531	221	287	806	323	631	448	1527	591	633	911	1148	644
HVO_RS21120	NC_013968.1	22260	23411	+	1152	503	1970	876	1792	1069	1149	1460	987	0	1211	1498	1257	1661	1777	1149	1775	1662	289	1812	1685	193	254	481	221	373	334	1212	454	371	395	663	296
HVO_RS19420	NC_013968.1	23448	26402	+	2955	2421	1858	724	2194	926	1329	1589	1002	1	1429	1210	1489	1318	2338	1108	2273	1211	1429	1230	1982	847	1240	1682	1088	1612	1048	2520	1067	1229	1551	2149	1083
HVO_RS19425	NC_013968.1	26402	30316	+	3915	4240	2373	1018	3079	1516	1821	2224	1623	1	2150	1577	2093	1902	3457	1521	3401	1826	1973	1906	3035	1214	1843	2368	1511	2377	1583	3885	1851	1729	2246	2979	1666
HVO_RS19430	NC_013968.1	30761	31930	+	1170	604	892	225	797	208	766	767	162	0	559	313	771	287	1418	228	1201	235	536	241	1251	287	347	793	352	803	355	5873	402	601	393	995	467
HVO_RS20380	NC_013968.1	32328	32678	-	351	1477	1324	670	1241	733	1340	1543	703	1	1200	1108	1088	1049	1291	936	1153	980	1485	1021	1291	607	717	1667	721	2329	1606	1812	1125	1582	1769	2735	1001
HVO_RS19435	NC_013968.1	32946	34112	+	1167	663	407	433	396	334	290	392	347	1	433	491	349	363	399	336	406	348	420	362	439	425	601	408	652	355	337	1922	1525	400	637	630	2081
HVO_RS20385	NC_013968.1	34493	35713	+	1221	4233	3328	1422	3382	1664	2656	3919	1719	1	3053	2253	2803	2576	2924	1515	3071	2570	4056	2708	3473	1624	1589	3673	1830	3656	3015	3676	3805	2871	4515	4749	2651
HVO_RS20390	NC_013968.1	36244	38424	+	2181	4184	2158	1413	2250	1423	1741	2325	1518	1	2054	1673	1752	1735	2421	1379	2331	1721	2512	1856	2253	1713	1924	2272	2229	2616	2122	3390	2925	2186	2508	3260	2003
HVO_RS19450	NC_013968.1	38529	42353	+	3825	9462	6812	9111	5693	11248	5100	5952	9877	8	5071	14802	4680	14989	5568	11262	5584	15511	5131	15221	5792	2351	3156	7275	3590	11433	14708	7420	17898	8186	10094	15113	11209
HVO_RS19455	NC_013968.1	42448	44433	+	1986	4403	1515	2083	1501	3189	1470	1938	3069	2	1620	3300	1286	3805	1859	2680	1615	3825	1864	3619	1590	779	951	2030	985	3099	4929	2384	5363	2012	3814	3728	3344
HVO_RS19460	NC_013968.1	44460	45461	+	1002	1242	575	541	598	708	665	747	721	0	541	771	510	901	681	713	579	944	798	914	592	217	206	696	215	958	1348	781	1388	627	1159	1155	935
HVO_RS19465	NC_013968.1	45606	46760	+	1155	1341	684	278	636	266	635	874	206	0	550	457	506	472	658	323	656	356	649	361	619	213	360	808	370	959	497	1143	332	613	888	1070	303
HVO_RS19470	NC_013968.1	47163	47717	-	555	252	304	120	325	282	246	322	313	0	387	500	260	509	241	309	234	431	393	451	286	141	143	369	138	312	353	255	567	363	515	596	675
HVO_RS21125	NC_013968.1	48570	48743	+	174	12	32	10	27	15	18	19	12	0	22	13	18	14	35	11	40	15	27	13	37	24	33	31	28	23	18	64	20	17	13	43	9
HVO_RS19475	NC_013968.1	49346	50146	-	801	1140	2017	557	1991	937	1910	2159	893	1	1955	1715	1736	1681	2122	999	2001	1416	2205	1613	2328	486	470	1798	526	2049	1510	2469	1872	1942	2752	2698	1925
HVO_RS19480	NC_013968.1	50262	50750	+	489	2856	2868	2244	2795	2071	2104	2384	1909	1	2636	2939	2443	2748	2886	2456	2723	2672	2973	2822	3068	2156	2494	2984	2653	3024	2626	2972	2787	3051	2883	4939	2820
HVO_RS19490	NC_013968.1	51699	53051	-	1353	189	206	92	194	134	172	202	107	0	173	176	174	171	205	96	206	144	167	161	214	112	91	160	109	126	108	870	427	179	180	256	369
HVO_RS20405	NC_013968.1	53301	54335	-	1035	29618	7308	3182	7449	5271	5747	9445	5186	1	5075	13382	4937	14809	3688	4889	6117	11672	3584	14363	6511	1238	1288	3791	1583	1987	3338	2756	11715	3577	13476	4360	8305
HVO_RS20685	NC_013968.1	54774	55124	-	351	368	147	71	110	164	90	155	181	0	83	140	101	118	132	91	96	117	105	174	99	161	153	137	193	108	156	201	168	109	169	212	116
HVO_RS20690	NC_013968.1	55340	55735	-	396	170	153	75	106	95	92	142	93	0	104	123	92	97	132	81	130	90	135	122	115	61	83	126	102	166	125	213	174	137	121	225	139
HVO_RS20410	NC_013968.1	55899	56111	-	213	196	150	81	109	121	97	109	84	0	113	131	101	135	110	93	86	128	129	135	102	55	52	138	57	158	137	147	172	152	107	230	131
HVO_RS19510	NC_013968.1	56369	57616	+	1248	1777	1331	1133	1442	1259	1098	1195	1351	2	1211	1485	1175	1511	1378	1360	1362	1516	1264	1604	1505	2104	2866	1500	2720	1737	1679	1640	1758	1334	1293	2356	1426
HVO_RS19520	NC_013968.1	60310	60609	+	300	928	1625	1595	1480	1325	1354	1506	1116	0	1448	1426	1285	1468	1606	1280	1419	1331	1183	1518	1599	1491	2075	1376	2053	1663	1555	1741	1293	1361	1319	2390	1518
HVO_RS19525	NC_013968.1	60648	60872	+	225	354	762	707	727	475	748	753	349	0	547	498	574	563	875	544	673	546	459	543	711	446	553	647	572	850	805	1249	502	506	457	1147	492
HVO_RS19530	NC_013968.1	61032	61364	-	333	42	27	8	20	11	13	16	7	0	17	7	16	9	19	16	20	7	24	6	27	21	42	30	35	26	27	67	11	16	17	38	11
HVO_RS19535	NC_013968.1	61727	62611	+	885	313	135	71	169	83	123	136	53	0	100	83	130	75	208	102	182	57	139	74	189	132	112	161	112	160	118	414	80	131	71	212	103
HVO_RS19545	NC_013968.1	63753	64931	-	1179	5803	826	10482	684	6970	402	557	9086	3	545	1037	612	1122	914	1959	706	2131	1048	1537	727	13345	16393	2113	16185	2919	6998	3381	3748	1786	679	3939	2070
HVO_RS19550	NC_013968.1	65353	66177	+	825	88	78	49	59	34	61	46	51	0	31	38	46	35	96	47	98	22	47	39	84	128	170	82	171	96	81	323	39	70	34	127	42
HVO_RS19555	NC_013968.1	66399	67373	-	975	7576	4569	8143	2932	6822	1951	3047	7144	4	1543	5647	2231	6806	3243	5819	3466	9164	3398	7570	3418	8266	9754	7143	10058	8625	13403	10379	15026	6855	4150	13693	7827
HVO_RS19560	NC_013968.1	67448	68746	-	1299	15	112	66	121	78	61	75	59	0	75	78	79	70	138	45	140	74	76	66	132	106	110	93	116	109	79	305	84	95	72	179	108
HVO_RS19565	NC_013968.1	69009	70175	-	1167	284	218	183	243	194	174	205	181	0	191	229	229	199	266	166	231	167	214	208	238	271	327	214	285	188	211	1140	565	204	272	334	640
HVO_RS19570	NC_013968.1	70334	71227	-	894	181	169	998	106	970	74	99	854	0	74	690	71	962	128	787	145	1576	79	1293	98	278	416	260	332	439	2129	406	1895	207	181	743	523
HVO_RS19575	NC_013968.1	71227	72192	-	966	270	426	1810	182	1824	118	182	1582	1	114	1560	141	2126	215	1457	261	3338	161	2648	255	731	898	670	911	1307	3869	809	3726	615	309	2019	1005
HVO_RS19580	NC_013968.1	72312	74384	+	2073	10088	10601	20970	5860	17308	4290	5429	18235	7	3220	12224	4743	15266	6298	12685	7400	20446	6172	16568	7483	20475	31152	15837	30261	21358	25947	32209	24936	15064	5202	32512	13208
HVO_RS19585	NC_013968.1	74734	76350	-	1617	3959	735	7251	413	4334	333	432	6269	4	290	2041	404	2291	649	3531	686	2853	628	2445	660	14208	14551	1450	17241	2314	8661	2889	7254	1671	1268	3700	3457
HVO_RS19590	NC_013968.1	76797	77576	-	780	637	375	738	400	620	216	300	724	0	311	577	324	627	387	473	437	505	524	557	419	1808	2080	729	2445	713	786	842	630	548	537	1152	657
HVO_RS19595	NC_013968.1	77782	78945	+	1164	3121	2373	5178	1944	2920	1376	1693	3525	0	1341	1654	1640	1907	2687	2683	2327	1926	1506	1771	2242	9616	13849	2744	12054	3217	4262	4571	2532	1832	1262	4218	2361
HVO_RS19605	NC_013968.1	79789	80892	-	1104	463	1092	1161	962	946	760	848	1136	0	541	683	756	570	1438	534	1156	802	725	716	1152	1572	1511	1025	1600	1192	1200	2905	1303	869	450	1549	894
HVO_RS19610	NC_013968.1	81271	81825	-	555	96	172	95	159	190	100	119	221	0	179	187	134	200	138	156	144	198	160	198	145	109	127	200	153	161	144	206	283	171	222	314	286
HVO_RS21380	NC_013968.1	82305	82625	+	321	18	56	7	30	8	28	36	9	0	24	11	24	18	31	8	31	14	23	13	35	25	32	40	34	26	17	50	11	18	12	42	13
HVO_RS19615	NC_013968.1	83320	83664	-	345	148	275	288	165	283	89	177	228	0	176	234	144	229	151	218	152	228	276	224	154	172	184	361	203	298	269	395	292	300	616	520	339
HVO_RS19620	NC_013968.1	83661	83855	-	195	129	176	123	96	115	47	84	109	0	89	109	64	159	74	117	78	91	146	123	61	71	101	169	99	119	161	226	175	159	327	321	168
HVO_RS19625	NC_013968.1	83852	84292	-	441	834	501	417	308	413	162	359	406	1	345	376	297	483	272	342	296	366	623	353	366	235	313	768	309	595	434	912	498	648	1108	1114	588
HVO_RS20735	NC_013965.1	347	490	+	144	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HVO_RS01850	NC_013965.1	702	3347	+	2646	3848	0	1	0	0	3	1	0	0	0	1	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0
HVO_RS01855	NC_013965.1	4457	4684	-	228	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS01860	NC_013965.1	4859	5476	+	618	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS01865	NC_013965.1	5469	5891	+	423	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS01845	NC_013965.1	6038	6643	-	606	2737	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS00005	NC_013964.1	201	1433	+	1233	1170	2581	3454	2398	3220	2240	2573	3500	0	2196	3516	2234	3566	2341	3543	2490	3914	2238	4183	2679	2072	2973	2965	1965	3975	3828	3148	2912	2230	2965	4815	2420
HVO_RS00010	NC_013964.1	1555	2712	+	1158	841	1144	778	959	940	582	769	1018	1	711	1039	771	1128	838	894	951	1055	844	1191	960	691	1396	1227	964	1216	1019	2031	915	1040	699	2233	818
HVO_RS00015	NC_013964.1	2760	3179	-	420	201	267	108	257	139	174	176	140	0	272	182	223	174	188	131	235	142	213	176	252	198	342	222	310	198	148	278	163	209	210	313	166
HVO_RS00020	NC_013964.1	3414	4661	-	1248	320	376	211	347	246	229	283	171	5	433	413	385	377	349	333	358	239	406	329	385	151	256	457	204	388	253	403	234	486	487	703	340
HVO_RS00025	NC_013964.1	5024	6265	+	1242	189	246	349	197	296	103	140	257	0	155	307	140	367	209	277	212	400	169	402	190	121	298	240	233	268	341	329	408	253	200	520	322
HVO_RS00030	NC_013964.1	6420	7298	-	879	293	427	459	362	321	249	287	353	0	366	386	352	402	361	328	332	342	406	349	446	486	778	407	709	414	386	607	413	403	355	727	352
HVO_RS00035	NC_013964.1	7541	8191	+	651	3068	12793	19262	10784	17233	7580	8177	16551	8	11205	17107	10670	17216	11627	13467	11359	17804	11517	18341	12544	7485	10412	12948	10792	14601	18909	16033	21241	15820	13562	26499	18581
HVO_RS00040	NC_013964.1	8220	8594	-	375	119	223	176	265	198	154	180	166	0	154	174	188	180	224	163	208	142	170	172	224	228	290	189	281	207	147	322	146	188	136	361	147
HVO_RS00045	NC_013964.1	8587	9729	-	1143	1115	1476	886	1427	835	1121	1399	817	1	1642	812	1321	1152	1163	707	1296	712	1185	968	1330	1615	1846	1308	1675	1219	833	1151	598	970	1208	1840	844
HVO_RS00050	NC_013964.1	9927	11069	+	1143	837	1641	1594	1626	1384	1193	1270	1257	0	1626	1595	1510	1607	1514	1351	1555	1352	1519	1540	1709	856	1246	1699	1114	1655	1247	1823	1267	1953	1532	2898	1494
HVO_RS00055	NC_013964.1	11360	13114	+	1755	635	642	660	700	728	414	509	664	1	669	532	575	583	719	504	692	514	673	579	705	792	1042	873	1044	720	688	1016	702	711	663	1345	639
HVO_RS20710	NC_013964.1	13151	13309	+	159	8	19	12	19	10	12	12	8	0	14	7	16	15	22	10	19	7	15	16	24	13	27	21	16	24	16	57	16	13	12	32	8
HVO_RS00060	NC_013964.1	13523	16036	+	2514	156	208	196	186	193	131	119	123	0	136	202	145	202	253	157	222	165	156	169	195	180	326	178	258	183	188	330	123	187	147	344	126
HVO_RS00065	NC_013964.1	16218	16595	-	378	4164	5964	6614	4751	6023	3252	3756	4570	2	3944	5514	3965	6244	4548	4897	4165	5528	4551	5758	4422	5736	8064	6004	8027	6392	8327	7113	6886	6583	5732	12601	7105
HVO_RS00070	NC_013964.1	16592	16822	-	231	2402	2944	5760	2356	4165	1902	2042	3257	3	2042	3577	1879	3656	2368	3394	2233	3143	2454	3517	2070	5264	6977	3119	7113	3788	6141	3282	4757	3890	3457	7224	4529
HVO_RS00075	NC_013964.1	16978	17400	-	423	1172	1781	1819	1719	1352	1159	1228	1591	0	1535	1319	1482	1384	1804	1270	1980	1200	1367	1465	1866	2049	2729	1388	2503	1754	1742	2144	1662	1479	1033	2733	1593
HVO_RS00080	NC_013964.1	17397	18260	-	864	1769	2799	3239	2987	2524	2140	2213	2670	0	2695	2489	2575	2509	3242	2387	3276	2260	2285	2575	3412	3749	5660	2574	4425	2830	2987	2852	2807	2587	1782	4413	2793
HVO_RS00085	NC_013964.1	18522	19892	+	1371	328	138	1299	140	1337	88	93	1299	1	208	929	156	1020	183	1049	166	1170	230	1240	189	627	771	378	615	497	1507	392	1583	632	736	1017	1103
HVO_RS00090	NC_013964.1	20051	20704	+	654	1508	1846	1194	2116	1207	1701	2040	1196	1	3216	1323	2299	1640	1701	1150	2174	1131	2530	1416	2623	1162	1309	1968	1129	2032	1149	1607	1052	2313	2486	2762	1535
